TYPE__C,TYPE_VALUE__C,ID,territory
Postal_Codes__c,30170,a1u7x000003J2FjAAK,EMEA_ESMB_FRCEN_FR_1_04_SB_03A
Postal_Codes__c,BH11,a1u7x000003J30cAAC,EMEA_ESMB_UKI_UK_SB_FINS_05
Postal_Codes__c,12580,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,9735,a1u7x000003J5k0AAC,EMEA_ESMB_SOUTH_IL_01_SB_TempCoverage_03B
Postal_Codes__c,87800,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,62128,a1u7x000003J3FBAA0,EMEA_ESMB_FRCEN_FR_2_05_GRB_07A
Postal_Codes__c,478,a1u7x000003J1a9AAC,EMEA_ESMB_NORTH_NL_02_GRB_01B
Postal_Codes__c,4589,a1u7x000003J5XJAA0,EMEA_ESMB_SOUTH_IB_03_PT_GRB_7B
Postal_Codes__c,81500,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,59147,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,1231,a1u7x000003J5jzAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06C
Postal_Codes__c,67520,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,22970,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,751,a1u7x000003IymgAAC,EMEA_ESMB_NORTH_NOR_NO_GRB_02B
Postal_Codes__c,53040,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,CA26,a1u7x000003J6XrAAK,EMEA_ESMB_UKI_UK_GRB1_03_07
Postal_Codes__c,31180,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,66240,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,62150,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,40422,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,74660,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,15200,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,35580,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,25660,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,59800,a1u7x000003J3FBAA0,EMEA_ESMB_FRCEN_FR_2_05_GRB_07A
Postal_Codes__c,YO21,a1u7x000003J1S3AAK,EMEA_ESMB_UKI_UK_GRB_FINS_01
Postal_Codes__c,52370,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,91016,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,24015,a1u7x000003J37HAAS,EMEA_ESMB_SOUTH_IT_01_SB_TempCoverage_02A
Postal_Codes__c,80122,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,214,a1u7x000003J5hDAAS,EMEA_NORTH_BELUX_CMRCL_MM_RCG_01
Postal_Codes__c,27240,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,20220,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,33190,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,98773,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,10340,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,98760,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,63084,a1u7x000003J2j9AAC,EMEA_ESMB_SOUTH_IT_03_GRB_05A
Postal_Codes__c,L67,a1u7x000003J6hlAAC,EMEA_ESMB_UKI_UK_SB_02_LOA_TempCoverage_02A
Postal_Codes__c,88841,a1u7x000003J2j9AAC,EMEA_ESMB_SOUTH_IT_03_GRB_05A
Postal_Codes__c,88100,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,62142,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,33590,a1u7x000003J0ECAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_5B
Postal_Codes__c,SS13,a1u7x000003J4nzAAC,EMEA_ESMB_UKI_UK_SB_04_06
Postal_Codes__c,57670,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,46100,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,35140,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,57925,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,127,a1u7x000003J2uDAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_03B
Postal_Codes__c,PL2,a1u7x000003J1S4AAK,EMEA_ESMB_UKI_UK_GRB_FINS_LOA_TempCoverage_05a
Postal_Codes__c,98749,a1u7x000003J1nWAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_08A
Postal_Codes__c,4685,a1u7x000003J4ZjAAK,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_03B
Postal_Codes__c,59330,a1u7x000003J5C3AAK,EMEA_ESMB_FRCEN_FR_2_06_SB_02A
Postal_Codes__c,90046,a1u7x000003J2j9AAC,EMEA_ESMB_SOUTH_IT_03_GRB_05A
Postal_Codes__c,22630,a1u7x000003J7niAAC,EMEA_ESMB_FRCEN_FR_2_06_GRB_06A
Postal_Codes__c,NE92,a1u7x000003J6sKAAS,EMEA_ESMB_UKI_UK_SB_01_LOA_TempCoverage_03A
Postal_Codes__c,90138,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,121,a1u7x000003J4MjAAK,EMEA_ESMB_NORTH_NL_01_GRB_TempCoverage_02A
Postal_Codes__c,77690,a1u7x000003J1nYAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_LOA_TempCoverage_07B
Postal_Codes__c,78400,a1u7x000003IzGtAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07B
Postal_Codes__c,83240,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,59267,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,33100,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,59320,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,240,a1u7x000003J6MaAAK,EMEA_ESMB_NORTH_NOR_NO_GRB_01A
Postal_Codes__c,MK18,a1u7x000003J6ZYAA0,NP_EMEA_NGO_UKI_MM_01
Postal_Codes__c,80061,a1u7x000003J392AAC,EMEA_ESMB_SOUTH_IT_03_SB_04
Postal_Codes__c,62219,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,NE37,a1u7x000003J5BzAAK,EMEA_ESMB_UKI_UK_SB_FINS_01
Postal_Codes__c,25196,a1u7x000003J4GZAA0,EMEA_ESMB_SOUTH_IB_01_ES_SB_2B
Postal_Codes__c,70230,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,7916,a1u7x000003J236AAC,EMEA_ESMB_SOUTH_IL_02_GRB_06C
Postal_Codes__c,51016,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,IP32,a1u7x000003J1GGAA0,EMEA_ESMB_UKI_UK_GRB3_06
Postal_Codes__c,186,a1u7x000003J4pQAAS,EMEA_NORTH_BELUX_CMRCL_MM_MAE_01
Postal_Codes__c,81370,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,26858,a1u7x000003J21JAAS,EMEA_ESMB_SOUTH_IT_03_GRB_06A
Postal_Codes__c,SO14,a1u7x000003J3BrAAK,EMEA_ESMB_UKI_UK_GRB1_01_03
Postal_Codes__c,68000,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,92160,a1u7x000003J4dYAAS,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06B
Postal_Codes__c,84125,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,46810,a1u7x000003J68QAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3B
Postal_Codes__c,90045,a1u7x000003J2j9AAC,EMEA_ESMB_SOUTH_IT_03_GRB_05A
Postal_Codes__c,37210,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,33141,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,38010,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,32150,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,25770,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,57925,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,20138,a1u7x000003J61iAAC,EMEA_ESMB_SOUTH_IT_01_SB_03B
Postal_Codes__c,46027,a1u7x000003J37HAAS,EMEA_ESMB_SOUTH_IT_01_SB_TempCoverage_02A
Postal_Codes__c,100,a1u7x000003J5hDAAS,EMEA_NORTH_BELUX_CMRCL_MM_RCG_01
Postal_Codes__c,3434,a1u7x000003J5jzAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06C
Postal_Codes__c,25480,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,370,a1u7x000003J6heAAC,EMEA_NORTH_BELUX_CMRCL_MM_TEC_01
Postal_Codes__c,752,a1u7x000003J2kLAAS,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_TempCoverage_02B
Postal_Codes__c,13116,a1u7x000003J1nWAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_08A
Postal_Codes__c,21410,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,73140,a1u7x000003J4dZAAS,EMEA_ESMB_FRCEN_FR_1_01_SB_01A
Postal_Codes__c,17138,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,59116,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,77186,a1u7x000003J4uGAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02B
Postal_Codes__c,66150,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,63065,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,60034,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,77176,a1u7x000003IzGtAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07B
Postal_Codes__c,77230,a1u7x000003J1nYAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_LOA_TempCoverage_07B
Postal_Codes__c,54510,a1u7x000003J3FBAA0,EMEA_ESMB_FRCEN_FR_2_05_GRB_07A
Postal_Codes__c,SS2,a1u7x000003J4nzAAC,EMEA_ESMB_UKI_UK_SB_04_06
Postal_Codes__c,36895,a1u7x000003J0ECAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_5B
Postal_Codes__c,34160,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,37017,a1u7x000003J3QQAA0,EMEA_ESMB_SOUTH_IT_02_SB_TempCoverage_01A
Postal_Codes__c,153,a1u7x000003J874AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_RCG_07D
Postal_Codes__c,80430,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,399,a1u7x000003J4pTAAS,EMEA_ESMB_FRCEN_CEN_DE_CEN_SB_TempCoverage_05
Postal_Codes__c,91370,a1u7x000003J2kMAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05B
Postal_Codes__c,59265,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,56770,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,80460,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,26835,a1u7x000003J21JAAS,EMEA_ESMB_SOUTH_IT_03_GRB_06A
Postal_Codes__c,810,a1u7x000003IyX7AAK,EMEA_ESMB_NORTH_NOR_NO_SB_05B
Postal_Codes__c,31251,a1u7x000003J1rcAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_2B
Postal_Codes__c,127,a1u7x000003J407AAC,EMEA_ESMB_NORTH_NL_02_GRB_02
Postal_Codes__c,22124,a1u7x000003J0ECAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_5B
Postal_Codes__c,59187,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,71190,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,4445,a1u7x000003J5XJAA0,EMEA_ESMB_SOUTH_IB_03_PT_GRB_7B
Postal_Codes__c,69004,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,62460,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,24404,a1u7x000003J6IXAA0,EMEA_ESMB_SOUTH_IB_02_ES_SB_5A
Postal_Codes__c,30770,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,46711,a1u7x000003J0EBAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_TempCoverage_7B
Postal_Codes__c,28838,a1u7x000003J37HAAS,EMEA_ESMB_SOUTH_IT_01_SB_TempCoverage_02A
Postal_Codes__c,64160,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,110,a1u7x000003J1QBAA0,EMEA_ESMB_NORTH_NOR_NO_SB_03A
Postal_Codes__c,3292,a1u7x000003J5jzAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06C
Postal_Codes__c,93250,a1u7x000003J7PWAA0,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05B
Postal_Codes__c,TD1,a1u7x000003J5BzAAK,EMEA_ESMB_UKI_UK_SB_FINS_01
Postal_Codes__c,74650,a1u7x000003J4EUAA0,EMEA_ESMB_FRCEN_FR_2_06_SB_03A
Postal_Codes__c,77580,a1u7x000003J2kMAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05B
Postal_Codes__c,GL20,a1u7x000003J1exAAC,EMEA_ESMB_UKI_UK_GRB1_04_LOA_TempCoverage_01B
Postal_Codes__c,23270,a1u7x000003J2cYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_03A
Postal_Codes__c,82110,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,13003,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,13700,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,84870,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,82028,a1u7x000003J392AAC,EMEA_ESMB_SOUTH_IT_03_SB_04
Postal_Codes__c,59225,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,17451,a1u7x000003J4GZAA0,EMEA_ESMB_SOUTH_IB_01_ES_SB_2B
Postal_Codes__c,89170,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,241,a1u7x000003J8OLAA0,NP_EMEA_NGO_EUR_NORTH_MM_NL_01
Postal_Codes__c,3864,a1u7x000003J433AAC,EMEA_ESMB_SOUTH_IB_03_PT_GRB_6A
Postal_Codes__c,27003,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,48210,a1u7x000003J2FjAAK,EMEA_ESMB_FRCEN_FR_1_04_SB_03A
Postal_Codes__c,97118,a1u7x000003J6XtAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03B
Postal_Codes__c,9530,a1u7x000003J5jyAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06B
Postal_Codes__c,37300,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,TS7,a1u7x000003J6sKAAS,EMEA_ESMB_UKI_UK_SB_01_LOA_TempCoverage_03A
Postal_Codes__c,82250,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,16570,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,79220,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,88540,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,CM12,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,77580,a1u7x000003J1nYAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_LOA_TempCoverage_07B
Postal_Codes__c,7407,a1u7x000003J3AGAA0,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_02
Postal_Codes__c,6428,a1u7x000003J3AGAA0,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_02
Postal_Codes__c,5340,a1u7x000003J3AGAA0,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_02
Postal_Codes__c,47814,a1u7x000003J21IAAS,EMEA_ESMB_SOUTH_IT_03_SB_TempCoverage_01A
Postal_Codes__c,647,a1u7x000003J871AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_RCG_07A
Postal_Codes__c,9463,a1u7x000003J5LRAA0,EMEA_ESMB_SOUTH_IL_03_GRB_05C
Postal_Codes__c,23844,a1u7x000003J7djAAC,EMEA_ESMB_SOUTH_IT_01_GRB_06A
Postal_Codes__c,29754,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,28400,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,NE70,a1u7x000003J5BzAAK,EMEA_ESMB_UKI_UK_SB_FINS_01
Postal_Codes__c,73640,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,30770,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,SE15,a1u7x000003J68FAAS,EMEA_ESMB_UKI_UK_SB_FINS_08
Postal_Codes__c,46315,a1u7x000003J1rcAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_2B
Postal_Codes__c,38920,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,73410,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,59111,a1u7x000003J5C3AAK,EMEA_ESMB_FRCEN_FR_2_06_SB_02A
Postal_Codes__c,61025,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,30392,a1u7x000003J0EBAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_TempCoverage_7B
Postal_Codes__c,SW13,a1u7x000003J6ZYAA0,NP_EMEA_NGO_UKI_MM_01
Postal_Codes__c,4054,a1u7x000003J5LRAA0,EMEA_ESMB_SOUTH_IL_03_GRB_05C
Postal_Codes__c,510,a1u7x000003Iz5rAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_GB_05A
Postal_Codes__c,27298,a1u7x000003J0ECAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_5B
Postal_Codes__c,235,a1u7x000003J1QBAA0,EMEA_ESMB_NORTH_NOR_NO_SB_03A
Postal_Codes__c,40560,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,942,a1u7x000003J5hDAAS,EMEA_NORTH_BELUX_CMRCL_MM_RCG_01
Postal_Codes__c,63920,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,23470,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,90123,a1u7x000003J2j9AAC,EMEA_ESMB_SOUTH_IT_03_GRB_05A
Postal_Codes__c,42004,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,17240,a1u7x000003J7LrAAK,EMEA_ESMB_SOUTH_IB_01_ES_GRB_4B
Postal_Codes__c,ME4,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,292,a1u7x000003J2qpAAC,EMEA_ESMB_NORTH_NL_03_GRB_03B
Postal_Codes__c,98753,a1u7x000003J86oAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_05A
Postal_Codes__c,97117,a1u7x000003J2kMAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05B
Postal_Codes__c,13130,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
