TYPE__C,TYPE_VALUE__C,ID,territory
Postal_Codes__c,13430,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,66680,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,16320,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,23470,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,81330,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,37370,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,877,a1u7x000003J2fnAAC,EMEA_CENTRAL_DEAT_REG_DE_CMRCL_MM_MUC_06
Postal_Codes__c,45560,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,54440,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,81130,a1u7x000003J2cZAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_TempCoverage_05A
Postal_Codes__c,65100,a1u7x000003IzrNAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05A
Postal_Codes__c,PA68,a1u7x000003J1S3AAK,EMEA_ESMB_UKI_UK_GRB_FINS_01
Postal_Codes__c,44860,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,EC3M,a1u7x000003J6sKAAS,EMEA_ESMB_UKI_UK_SB_01_LOA_TempCoverage_03A
Postal_Codes__c,HU1,a1u7x000003J4uPAAS,EMEA_ESMB_UKI_UK_SB_01_04
Postal_Codes__c,SG6,a1u7x000003J5QzAAK,EMEA_ESMB_UKI_UK_GRB_FINS_06
Postal_Codes__c,NE39,a1u7x000003J2uEAAS,NP_EMEA_NGO_UKI_MM_02
Postal_Codes__c,3220,a1u7x000003J433AAC,EMEA_ESMB_SOUTH_IB_03_PT_GRB_6A
Postal_Codes__c,28006,a1u7x000003J6NFAA0,EMEA_ESMB_SOUTH_IB_02_ES_SB_4B
Postal_Codes__c,50250,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,78190,a1u7x000003J1nYAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_LOA_TempCoverage_07B
Postal_Codes__c,73590,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,18360,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,83131,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,84000,a1u7x000003J1nWAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_08A
Postal_Codes__c,40064,a1u7x000003J21IAAS,EMEA_ESMB_SOUTH_IT_03_SB_TempCoverage_01A
Postal_Codes__c,277,a1u7x000003J8OLAA0,NP_EMEA_NGO_EUR_NORTH_MM_NL_01
Postal_Codes__c,28214,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,BT76,a1u7x000003J2uEAAS,NP_EMEA_NGO_UKI_MM_02
Postal_Codes__c,66190,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,902,a1u7x000003IymgAAC,EMEA_ESMB_NORTH_NOR_NO_GRB_02B
Postal_Codes__c,54116,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,25380,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,896,a1u7x000003J6dDAAS,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_06B
Postal_Codes__c,59188,a1u7x000003J4uFAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02A
Postal_Codes__c,920,a1u7x000003J58rAAC,EMEA_ESMB_FRCEN_CEN_DE_CEN_SB_08
Postal_Codes__c,50639,a1u7x000003J1rcAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_2B
Postal_Codes__c,N7,a1u7x000003J4BGAA0,EMEA_ESMB_UKI_UK_GRB1_02_01
Postal_Codes__c,13870,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,850,a1u7x000003J4pQAAS,EMEA_NORTH_BELUX_CMRCL_MM_MAE_01
Postal_Codes__c,576,a1u7x000003J1QCAA0,EMEA_ESMB_NORTH_NOR_NO_SB_03B
Postal_Codes__c,87120,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,DA18,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,86180,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,264,a1u7x000003J8GHAA0,EMEA_ESMB_FRCEN_CEN_DE_NTH2_SB_05
Postal_Codes__c,25069,a1u7x000003J37HAAS,EMEA_ESMB_SOUTH_IT_01_SB_TempCoverage_02A
Postal_Codes__c,45520,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,55240,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,49220,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,45224,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,48032,a1u7x000003J3QPAA0,EMEA_ESMB_SOUTH_IT_02_GRB_04
Postal_Codes__c,77320,a1u7x000003J4uGAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02B
Postal_Codes__c,63940,a1u7x000003J86oAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_05A
Postal_Codes__c,20019,a1u7x000003J7djAAC,EMEA_ESMB_SOUTH_IT_01_GRB_06A
Postal_Codes__c,62590,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,25520,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,454,a1u7x000003Iz28AAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_03B
Postal_Codes__c,81990,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,62740,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,48600,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,35002,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,69490,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,98774,a1u7x000003J5vJAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_01A
Postal_Codes__c,867,a1u7x000003IzgJAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_02B
Postal_Codes__c,90045,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,20157,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,84135,a1u7x000003J1Q9AAK,EMEA_ESMB_SOUTH_IT_02_SB_03A
Postal_Codes__c,49124,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,59222,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,79170,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,50298,a1u7x000003J1rcAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_2B
Postal_Codes__c,43220,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,54590,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,BT51,a1u7x000003J6sLAAS,EMEA_ESMB_UKI_UK_SB_01_08
Postal_Codes__c,33430,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,28320,a1u7x000003J7fYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_02A
Postal_Codes__c,713,a1u7x000003J870AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_RCG_07C
Postal_Codes__c,220,a1u7x000003J86zAAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_RCG_07B
Postal_Codes__c,981,a1u7x000003IzgJAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_02B
Postal_Codes__c,7633,a1u7x000003J3AGAA0,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_02
Postal_Codes__c,20256,a1u7x000003J5vJAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_01A
Postal_Codes__c,59110,a1u7x000003J5C3AAK,EMEA_ESMB_FRCEN_FR_2_06_SB_02A
Postal_Codes__c,671,a1u7x000003IyX7AAK,EMEA_ESMB_NORTH_NOR_NO_SB_05B
Postal_Codes__c,GU22,a1u7x000003J1GFAA0,EMEA_ESMB_UKI_UK_GRB3_TempCoverage_03A
Postal_Codes__c,23896,a1u7x000003J21JAAS,EMEA_ESMB_SOUTH_IT_03_GRB_06A
Postal_Codes__c,17310,a1u7x000003J4GZAA0,EMEA_ESMB_SOUTH_IB_01_ES_SB_2B
Postal_Codes__c,44521,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,30000,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,56560,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,50110,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,82018,a1u7x000003J392AAC,EMEA_ESMB_SOUTH_IT_03_SB_04
Postal_Codes__c,20620,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,17468,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,95170,a1u7x000003IzGtAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07B
Postal_Codes__c,48017,a1u7x000003J21IAAS,EMEA_ESMB_SOUTH_IT_03_SB_TempCoverage_01A
Postal_Codes__c,44740,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,67530,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,60125,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,79180,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,50490,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,85440,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,5844,a1u7x000003J2KeAAK,EMEA_ESMB_SOUTH_IL_02_SB_04
Postal_Codes__c,227,a1u7x000003J477AAC,EMEA_ESMB_NORTH_NL_01_SB_04B
Postal_Codes__c,37260,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,KW1,a1u7x000003J6wDAAS,NP_EMEA_NGO_UKI_MM_03
Postal_Codes__c,463,a1u7x000003IvZRAA0,EMEA_ESMB_NORTH_BELUX_GRB_FR_04A
Postal_Codes__c,121,a1u7x000003J2E5AAK,EMEA_ESMB_NORTH_NL_01_SB_05A
Postal_Codes__c,91350,a1u7x000003J1nYAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_LOA_TempCoverage_07B
Postal_Codes__c,77320,a1u7x000003J1nYAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_LOA_TempCoverage_07B
Postal_Codes__c,41800,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,21700,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,90147,a1u7x000003J392AAC,EMEA_ESMB_SOUTH_IT_03_SB_04
Postal_Codes__c,98765,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,142,a1u7x000003Iz5nAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05B
Postal_Codes__c,89041,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,83820,a1u7x000003J86oAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_05A
Postal_Codes__c,20875,a1u7x000003J21JAAS,EMEA_ESMB_SOUTH_IT_03_GRB_06A
Postal_Codes__c,49710,a1u7x000003J7fYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_02A
Postal_Codes__c,32670,a1u7x000003J0ECAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_5B
Postal_Codes__c,44640,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,38850,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,84410,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,36070,a1u7x000003J3QQAA0,EMEA_ESMB_SOUTH_IT_02_SB_TempCoverage_01A
Postal_Codes__c,14546,a1u7x000003J4juAAC,EMEA_ESMB_SOUTH_IB_02_ES_SB_2B
Postal_Codes__c,5251,a1u7x000003J47tAAC,EMEA_ESMB_SOUTH_IL_01_GRB_05B
Postal_Codes__c,TA19,a1u7x000003J30cAAC,EMEA_ESMB_UKI_UK_SB_FINS_05
Postal_Codes__c,HR1,a1u7x000003J1exAAC,EMEA_ESMB_UKI_UK_GRB1_04_LOA_TempCoverage_01B
Postal_Codes__c,13005,a1u7x000003J1nWAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_08A
Postal_Codes__c,25085,a1u7x000003J7djAAC,EMEA_ESMB_SOUTH_IT_01_GRB_06A
Postal_Codes__c,57680,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,34600,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,11260,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,185,a1u7x000003J5M2AAK,EMEA_ESMB_NORTH_BELUX_SB_FL_07A
Postal_Codes__c,M17,a1u7x000003J6sLAAS,EMEA_ESMB_UKI_UK_SB_01_08
Postal_Codes__c,62710,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,36360,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,184,a1u7x000003J24eAAC,EMEA_ESMB_FRCEN_CEN_CHAT_02_CH_SB_02B
Postal_Codes__c,39140,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,22950,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,29810,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,62850,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,6215,a1u7x000003J3LXAA0,EMEA_ESMB_SOUTH_IL_02_SB_03A
Postal_Codes__c,65330,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,882,a1u7x000003Iz5sAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05A
Postal_Codes__c,50310,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,GY10,a1u7x000003J7PZAA0,EMEA_ESMB_UKI_UK_SB_01_06
Postal_Codes__c,91890,a1u7x000003IzGtAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07B
Postal_Codes__c,79110,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,86330,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,22214,a1u7x000003J1rcAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_2B
Postal_Codes__c,HS7,a1u7x000003J1S3AAK,EMEA_ESMB_UKI_UK_GRB_FINS_01
Postal_Codes__c,104,a1u7x000003J7ywAAC,EMEA_ESMB_FRCEN_CEN_CHAT_02_CH_SB_03B
Postal_Codes__c,56880,a1u7x000003J7fYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_02A
Postal_Codes__c,57370,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,41100,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,91015,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,89380,a1u7x000003J38lAAC,EMEA_ESMB_FRCEN_FR_2_06_SB_01A
Postal_Codes__c,45650,a1u7x000003J7fYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_02A
Postal_Codes__c,97011,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,963,a1u7x000003J4NMAA0,EMEA_ESMB_NORTH_NOR_DK_SB_05B
Postal_Codes__c,41500,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,46002,a1u7x000003J0EBAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_TempCoverage_7B
Postal_Codes__c,31580,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,65220,a1u7x000003J2cZAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_TempCoverage_05A
Postal_Codes__c,952,a1u7x000003J5h8AAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_06A
Postal_Codes__c,ME16,a1u7x000003J6ZYAA0,NP_EMEA_NGO_UKI_MM_01
Postal_Codes__c,20147,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,10046,a1u7x000003J37HAAS,EMEA_ESMB_SOUTH_IT_01_SB_TempCoverage_02A
Postal_Codes__c,47160,a1u7x000003J7fbAAC,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_04A
Postal_Codes__c,91210,a1u7x000003J2XgAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_01B
Postal_Codes__c,253,a1u7x000003J6zOAAS,EMEA_CENTRAL_DEAT_REG_DE_CMRCL_MM_HHB_03
Postal_Codes__c,5137,a1u7x000003J238AAC,EMEA_ESMB_SOUTH_IL_02_GRB_06A
Postal_Codes__c,29890,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,76800,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,WF90,a1u7x000003J3XCAA0,EMEA_ESMB_UKI_UK_GRB_FINS_02
Postal_Codes__c,PO30,a1u7x000003J1S4AAK,EMEA_ESMB_UKI_UK_GRB_FINS_LOA_TempCoverage_05a
Postal_Codes__c,50750,a1u7x000003IxrSAAS,EMEA_ESMB_SOUTH_IB_01_ES_SB_TempCoverage_1B
Postal_Codes__c,SP4,a1u7x000003J30cAAC,EMEA_ESMB_UKI_UK_SB_FINS_05
Postal_Codes__c,NG22,a1u7x000003J1dOAAS,EMEA_ESMB_UKI_UK_SB_02_TempCoverage_04
Postal_Codes__c,765,a1u7x000003J7fUAAS,EMEA_ESMB_NORTH_NOR_FI_SB_06B
Postal_Codes__c,46388,a1u7x000003J1rcAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_2B
Postal_Codes__c,88160,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,65000,a1u7x000003J2cZAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_TempCoverage_05A
Postal_Codes__c,98812,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,GL15,a1u7x000003Iv2KAAS,EMEA_ESMB_UKI_UK_SB_FINS_TempCoverage_04B
Postal_Codes__c,WR3,a1u7x000003Iv2KAAS,EMEA_ESMB_UKI_UK_SB_FINS_TempCoverage_04B
Postal_Codes__c,22468,a1u7x000003J0ECAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_5B
Postal_Codes__c,64500,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,601,a1u7x000003J5RBAA0,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_03B
Postal_Codes__c,14111,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,26014,a1u7x000003J2ZUAA0,EMEA_ESMB_SOUTH_IT_03_SB_02A
Postal_Codes__c,83700,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,DT10,a1u7x000003J30cAAC,EMEA_ESMB_UKI_UK_SB_FINS_05
Postal_Codes__c,43440,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,139,a1u7x000003J4MkAAK,EMEA_ESMB_NORTH_NL_01_GRB_03A
Postal_Codes__c,SK12,a1u7x000003J2uEAAS,NP_EMEA_NGO_UKI_MM_02
Postal_Codes__c,223,a1u7x000003J7fWAAS,EMEA_ESMB_NORTH_NOR_FI_SB_05B
Postal_Codes__c,76430,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,TN27,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,69550,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
