TYPE__C,TYPE_VALUE__C,ID,territory
Postal_Codes__c,162,a1u7x000003J5hDAAS,EMEA_NORTH_BELUX_CMRCL_MM_RCG_01
Postal_Codes__c,45500,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,30120,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,28440,a1u7x000003J1f4AAC,EMEA_ESMB_SOUTH_IB_02_ES_SB_3B
Postal_Codes__c,50110,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,20850,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,25195,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,39012,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,67850,a1u7x000003J4uFAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02A
Postal_Codes__c,9546,a1u7x000003J5jyAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06B
Postal_Codes__c,25370,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,1607,a1u7x000003J5jzAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06C
Postal_Codes__c,WV11,a1u7x000003J3EiAAK,EMEA_ESMB_UKI_UK_GRB_FINS_04
Postal_Codes__c,189,a1u7x000003J24eAAC,EMEA_ESMB_FRCEN_CEN_CHAT_02_CH_SB_02B
Postal_Codes__c,159,a1u7x000003J2uCAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_03A
Postal_Codes__c,13009,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,44470,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,98813,a1u7x000003J5vJAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_01A
Postal_Codes__c,77910,a1u7x000003J2XgAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_01B
Postal_Codes__c,46024,a1u7x000003J0EBAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_TempCoverage_7B
Postal_Codes__c,652,a1u7x000003IymgAAC,EMEA_ESMB_NORTH_NOR_NO_GRB_02B
Postal_Codes__c,45516,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,50195,a1u7x000003IxrSAAS,EMEA_ESMB_SOUTH_IB_01_ES_SB_TempCoverage_1B
Postal_Codes__c,95033,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,35260,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,86530,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,48018,a1u7x000003J21IAAS,EMEA_ESMB_SOUTH_IT_03_SB_TempCoverage_01A
Postal_Codes__c,25290,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,139,a1u7x000003J7p3AAC,EMEA_ESMB_NORTH_NL_03_SB_06A
Postal_Codes__c,28360,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,4528,a1u7x000003J1Z6AAK,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_03C
Postal_Codes__c,17251,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,38730,a1u7x000003J4dZAAS,EMEA_ESMB_FRCEN_FR_1_01_SB_01A
Postal_Codes__c,89530,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,924,a1u7x000003J4pQAAS,EMEA_NORTH_BELUX_CMRCL_MM_MAE_01
Postal_Codes__c,80011,a1u7x000003J3s5AAC,EMEA_ESMB_SOUTH_IT_02_GRB_TempCoverage_05A
Postal_Codes__c,8901,a1u7x000003J6IHAA0,EMEA_ESMB_SOUTH_IL_02_SB_01B
Postal_Codes__c,26420,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,823,a1u7x000003J3tlAAC,EMEA_ESMB_NORTH_NOR_SE_SB_09B
Postal_Codes__c,87074,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,12360,a1u7x000003J2cZAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_TempCoverage_05A
Postal_Codes__c,80025,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,29760,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,39593,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,28010,a1u7x000003J1gGAAS,EMEA_ESMB_SOUTH_IT_02_GRB_07
Postal_Codes__c,9381,a1u7x000003J5LRAA0,EMEA_ESMB_SOUTH_IL_03_GRB_05C
Postal_Codes__c,59116,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,36214,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,SS12,a1u7x000003J1GGAA0,EMEA_ESMB_UKI_UK_GRB3_06
Postal_Codes__c,59271,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,57290,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,31450,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,28695,a1u7x000003J4CtAAK,EMEA_ESMB_SOUTH_IB_02_ES_GRB_TempCoverage_8B
Postal_Codes__c,30385,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,BA13,a1u7x000003J30cAAC,EMEA_ESMB_UKI_UK_SB_FINS_05
Postal_Codes__c,34120,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,981,a1u7x000003J5h8AAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_06A
Postal_Codes__c,26260,a1u7x000003J4g9AAC,EMEA_ESMB_FRCEN_FR_1_03_SB_01A
Postal_Codes__c,688,a1u7x000003J2u2AAC,EMEA_ESMB_NORTH_NOR_FI_GRB_01B
Postal_Codes__c,891,a1u7x000003J7fUAAS,EMEA_ESMB_NORTH_NOR_FI_SB_06B
Postal_Codes__c,1499,a1u7x000003J5XIAA0,EMEA_ESMB_SOUTH_IB_03_PT_GRB_7A
Postal_Codes__c,98709,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,49010,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,63230,a1u7x000003J86oAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_05A
Postal_Codes__c,9535,a1u7x000003J5jyAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06B
Postal_Codes__c,98755,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,15350,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,492,a1u7x000003J3ewAAC,EMEA_ESMB_NORTH_NL_03_GRB_02B
Postal_Codes__c,EC3N,a1u7x000003J2TKAA0,EMEA_ESMB_UKI_UK_SB_04_LOA_TempCoverage_08
Postal_Codes__c,2590,a1u7x000003J433AAC,EMEA_ESMB_SOUTH_IB_03_PT_GRB_6A
Postal_Codes__c,39798,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,DN36,a1u7x000003J3K7AAK,EMEA_ESMB_UKI_UK_SB_02_03
Postal_Codes__c,76160,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,54120,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,80960,a1u7x000003J3FBAA0,EMEA_ESMB_FRCEN_FR_2_05_GRB_07A
Postal_Codes__c,76860,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,17470,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,50620,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,21390,a1u7x000003IzrNAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05A
Postal_Codes__c,63450,a1u7x000003J4EUAA0,EMEA_ESMB_FRCEN_FR_2_06_SB_03A
Postal_Codes__c,BR6,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,98793,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,N1P,a1u7x000003J6wDAAS,NP_EMEA_NGO_UKI_MM_03
Postal_Codes__c,337,a1u7x000003J2uCAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_03A
Postal_Codes__c,58014,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,M23,a1u7x000003J30cAAC,EMEA_ESMB_UKI_UK_SB_FINS_05
Postal_Codes__c,64410,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,26570,a1u7x000003J4g9AAC,EMEA_ESMB_FRCEN_FR_1_03_SB_01A
Postal_Codes__c,77140,a1u7x000003J2kMAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05B
Postal_Codes__c,901,a1u7x000003IzgJAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_02B
Postal_Codes__c,CB10,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,26900,a1u7x000003J21JAAS,EMEA_ESMB_SOUTH_IT_03_GRB_06A
Postal_Codes__c,65490,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,27300,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,64270,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,59259,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,987,a1u7x000003J5hDAAS,EMEA_NORTH_BELUX_CMRCL_MM_RCG_01
Postal_Codes__c,91220,a1u7x000003J4uGAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02B
Postal_Codes__c,918,a1u7x000003Iz5nAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05B
Postal_Codes__c,9675,a1u7x000003J5k0AAC,EMEA_ESMB_SOUTH_IL_01_SB_TempCoverage_03B
Postal_Codes__c,33860,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,13014,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,28040,a1u7x000003J7djAAC,EMEA_ESMB_SOUTH_IT_01_GRB_06A
Postal_Codes__c,33410,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,49490,a1u7x000003J7niAAC,EMEA_ESMB_FRCEN_FR_2_06_GRB_06A
Postal_Codes__c,34002,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,383,a1u7x000003J1a9AAC,EMEA_ESMB_NORTH_NL_02_GRB_01B
Postal_Codes__c,68040,a1u7x000003J4uFAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02A
Postal_Codes__c,13007,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,4726,a1u7x000003J2KeAAK,EMEA_ESMB_SOUTH_IL_02_SB_04
Postal_Codes__c,950,a1u7x000003J5lEAAS,EMEA_ESMB_FRCEN_CEN_DE_CEN_SB_07
Postal_Codes__c,5932,a1u7x000003J238AAC,EMEA_ESMB_SOUTH_IL_02_GRB_06A
Postal_Codes__c,27590,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,51260,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,91100,a1u7x000003J2XgAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_01B
Postal_Codes__c,78160,a1u7x000003J7PYAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01B
Postal_Codes__c,60170,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,42330,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,254,a1u7x000003J8GHAA0,EMEA_ESMB_FRCEN_CEN_DE_NTH2_SB_05
Postal_Codes__c,11096,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,4420,a1u7x000003J5LRAA0,EMEA_ESMB_SOUTH_IL_03_GRB_05C
Postal_Codes__c,2620,a1u7x000003J433AAC,EMEA_ESMB_SOUTH_IB_03_PT_GRB_6A
Postal_Codes__c,205,a1u7x000003J86zAAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_RCG_07B
Postal_Codes__c,L70,a1u7x000003Iv2IAAS,EMEA_ESMB_UKI_UK_SB_FINS_TempCoverage_06C
Postal_Codes__c,50500,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,98793,a1u7x000003J86oAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_05A
Postal_Codes__c,BR2,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,30940,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,637,a1u7x000003IyX7AAK,EMEA_ESMB_NORTH_NOR_NO_SB_05B
Postal_Codes__c,20260,a1u7x000003IzrNAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05A
Postal_Codes__c,28140,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,69220,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,80013,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,NE17,a1u7x000003J6sKAAS,EMEA_ESMB_UKI_UK_SB_01_LOA_TempCoverage_03A
Postal_Codes__c,49300,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,40320,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,60131,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,40240,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,17244,a1u7x000003J4GZAA0,EMEA_ESMB_SOUTH_IB_01_ES_SB_2B
Postal_Codes__c,32290,a1u7x000003J86oAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_05A
Postal_Codes__c,36300,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,28590,a1u7x000003J4CtAAK,EMEA_ESMB_SOUTH_IB_02_ES_GRB_TempCoverage_8B
Postal_Codes__c,63670,a1u7x000003J86oAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_05A
Postal_Codes__c,69002,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,97119,a1u7x000003J6XtAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03B
Postal_Codes__c,3430,a1u7x000003J433AAC,EMEA_ESMB_SOUTH_IB_03_PT_GRB_6A
Postal_Codes__c,89600,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,50019,a1u7x000003IxrSAAS,EMEA_ESMB_SOUTH_IB_01_ES_SB_TempCoverage_1B
Postal_Codes__c,PE19,a1u7x000003J2uEAAS,NP_EMEA_NGO_UKI_MM_02
Postal_Codes__c,857,a1u7x000003J871AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_RCG_07A
Postal_Codes__c,46725,a1u7x000003J0EBAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_TempCoverage_7B
Postal_Codes__c,550,a1u7x000003J407AAC,EMEA_ESMB_NORTH_NL_02_GRB_02
Postal_Codes__c,430,a1u7x000003J870AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_RCG_07C
Postal_Codes__c,84083,a1u7x000003J1Q9AAK,EMEA_ESMB_SOUTH_IT_02_SB_03A
Postal_Codes__c,60350,a1u7x000003J3FBAA0,EMEA_ESMB_FRCEN_FR_2_05_GRB_07A
Postal_Codes__c,66180,a1u7x000003J2cZAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_TempCoverage_05A
Postal_Codes__c,59013,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,717,a1u7x000003J5IsAAK,EMEA_ESMB_NORTH_BELUX_SB_FR_TempCoverage_06B
Postal_Codes__c,200,a1u7x000003Iz5nAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05B
Postal_Codes__c,80134,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,L35,a1u7x000003J6hlAAC,EMEA_ESMB_UKI_UK_SB_02_LOA_TempCoverage_02A
Postal_Codes__c,17410,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,60960,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,70310,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,20843,a1u7x000003J21JAAS,EMEA_ESMB_SOUTH_IT_03_GRB_06A
Postal_Codes__c,42140,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,30393,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,970,a1u7x000003J5hDAAS,EMEA_NORTH_BELUX_CMRCL_MM_RCG_01
Postal_Codes__c,67112,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,30240,a1u7x000003J2FjAAK,EMEA_ESMB_FRCEN_FR_1_04_SB_03A
Postal_Codes__c,589,a1u7x000003J7fUAAS,EMEA_ESMB_NORTH_NOR_FI_SB_06B
Postal_Codes__c,7290,a1u7x000003J2KfAAK,EMEA_ESMB_SOUTH_IL_02_GRB_TempCoverage_05B
Postal_Codes__c,20240,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,59125,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,78970,a1u7x000003J2kMAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05B
Postal_Codes__c,61390,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,82440,a1u7x000003J6XuAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_03A
Postal_Codes__c,97411,a1u7x000003J7M0AAK,EMEA_ESMB_FRCEN_FR_2_06_SB_05A
Postal_Codes__c,74250,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,88420,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,46017,a1u7x000003J21JAAS,EMEA_ESMB_SOUTH_IT_03_GRB_06A
Postal_Codes__c,22240,a1u7x000003J1rcAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_2B
Postal_Codes__c,90134,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,63840,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,ST5,a1u7x000003J6wDAAS,NP_EMEA_NGO_UKI_MM_03
Postal_Codes__c,25035,a1u7x000003J1gGAAS,EMEA_ESMB_SOUTH_IT_02_GRB_07
Postal_Codes__c,13940,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,40270,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,764,a1u7x000003J3tlAAC,EMEA_ESMB_NORTH_NOR_SE_SB_09B
Postal_Codes__c,342,a1u7x000003J871AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_RCG_07A
Postal_Codes__c,69680,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,85400,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,94018,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,54980,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,793,a1u7x000003IyX7AAK,EMEA_ESMB_NORTH_NOR_NO_SB_05B
Postal_Codes__c,20251,a1u7x000003IzrNAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05A
Postal_Codes__c,62460,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,83380,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
