TYPE__C,TYPE_VALUE__C,ID,territory
Postal_Codes__c,21850,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,PE2,a1u7x000003J2uEAAS,NP_EMEA_NGO_UKI_MM_02
Postal_Codes__c,59238,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,77880,a1u7x000003J2XgAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_01B
Postal_Codes__c,76710,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,PE20,a1u7x000003J3K8AAK,EMEA_ESMB_UKI_UK_SB_02_TempCoverage_06
Postal_Codes__c,290,a1u7x000003J86zAAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_RCG_07B
Postal_Codes__c,44460,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,6778,a1u7x000003J47uAAC,EMEA_ESMB_SOUTH_IL_01_GRB_05A
Postal_Codes__c,WF8,a1u7x000003J6ZYAA0,NP_EMEA_NGO_UKI_MM_01
Postal_Codes__c,25006,a1u7x000003J4GZAA0,EMEA_ESMB_SOUTH_IB_01_ES_SB_2B
Postal_Codes__c,36110,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,554,a1u7x000003J1QCAA0,EMEA_ESMB_NORTH_NOR_NO_SB_03B
Postal_Codes__c,83036,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,93210,a1u7x000003J7M0AAK,EMEA_ESMB_FRCEN_FR_2_06_SB_05A
Postal_Codes__c,89270,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,639,a1u7x000003J871AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_RCG_07A
Postal_Codes__c,73500,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,35124,a1u7x000003J3QQAA0,EMEA_ESMB_SOUTH_IT_02_SB_TempCoverage_01A
Postal_Codes__c,10132,a1u7x000003J37HAAS,EMEA_ESMB_SOUTH_IT_01_SB_TempCoverage_02A
Postal_Codes__c,23740,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,848,a1u7x000003J4pQAAS,EMEA_NORTH_BELUX_CMRCL_MM_MAE_01
Postal_Codes__c,78320,a1u7x000003J4uGAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02B
Postal_Codes__c,3525,a1u7x000003J433AAC,EMEA_ESMB_SOUTH_IB_03_PT_GRB_6A
Postal_Codes__c,7624,a1u7x000003J3AGAA0,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_02
Postal_Codes__c,137,a1u7x000003J7fVAAS,EMEA_ESMB_NORTH_NOR_FI_SB_05A
Postal_Codes__c,76860,a1u7x000003J2cYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_03A
Postal_Codes__c,9414,a1u7x000003J5LRAA0,EMEA_ESMB_SOUTH_IL_03_GRB_05C
Postal_Codes__c,54140,a1u7x000003J6V4AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_06A
Postal_Codes__c,76860,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,5560,a1u7x000003J2KeAAK,EMEA_ESMB_SOUTH_IL_02_SB_04
Postal_Codes__c,HP1,a1u7x000003J5QzAAK,EMEA_ESMB_UKI_UK_GRB_FINS_06
Postal_Codes__c,503,a1u7x000003IvZRAA0,EMEA_ESMB_NORTH_BELUX_GRB_FR_04A
Postal_Codes__c,13220,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,38410,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,57370,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,7420,a1u7x000003J239AAC,EMEA_ESMB_SOUTH_IL_02_GRB_06B
Postal_Codes__c,7634,a1u7x000003J3AGAA0,EMEA_ESMB_SOUTH_IL_03_SB_TempCoverage_02
Postal_Codes__c,DA13,a1u7x000003J68FAAS,EMEA_ESMB_UKI_UK_SB_FINS_08
Postal_Codes__c,78310,a1u7x000003J7PYAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01B
Postal_Codes__c,41160,a1u7x000003J7niAAC,EMEA_ESMB_FRCEN_FR_2_06_GRB_06A
Postal_Codes__c,83220,a1u7x000003J1nWAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_08A
Postal_Codes__c,906,a1u7x000003J3tlAAC,EMEA_ESMB_NORTH_NOR_SE_SB_09B
Postal_Codes__c,24430,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,77330,a1u7x000003J4uGAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02B
Postal_Codes__c,30001,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,72540,a1u7x000003J7fYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_02A
Postal_Codes__c,15700,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,25132,a1u7x000003J37HAAS,EMEA_ESMB_SOUTH_IT_01_SB_TempCoverage_02A
Postal_Codes__c,3007,a1u7x000003J47vAAC,EMEA_ESMB_SOUTH_IL_01_GRB_05C
Postal_Codes__c,35540,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,82230,a1u7x000003IzrNAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05A
Postal_Codes__c,369,a1u7x000003Iz5rAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_GB_05A
Postal_Codes__c,361,a1u7x000003Iz5nAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05B
Postal_Codes__c,63950,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,70020,a1u7x000003J2j9AAC,EMEA_ESMB_SOUTH_IT_03_GRB_05A
Postal_Codes__c,57340,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,27170,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,84051,a1u7x000003J2j9AAC,EMEA_ESMB_SOUTH_IT_03_GRB_05A
Postal_Codes__c,880,a1u7x000003IymgAAC,EMEA_ESMB_NORTH_NOR_NO_GRB_02B
Postal_Codes__c,91130,a1u7x000003IzGtAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07B
Postal_Codes__c,38080,a1u7x000003J37GAAS,EMEA_ESMB_SOUTH_IT_01_SB_01A
Postal_Codes__c,28240,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,32430,a1u7x000003IzGuAAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_07A
Postal_Codes__c,7570,a1u7x000003J5XJAA0,EMEA_ESMB_SOUTH_IB_03_PT_GRB_7B
Postal_Codes__c,29890,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,BA2,a1u7x000003J5BzAAK,EMEA_ESMB_UKI_UK_SB_FINS_01
Postal_Codes__c,13013,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,31670,a1u7x000003IzrNAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05A
Postal_Codes__c,69670,a1u7x000003IzrNAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_LOA_TempCoverage_05A
Postal_Codes__c,21013,a1u7x000003J1gGAAS,EMEA_ESMB_SOUTH_IT_02_GRB_07
Postal_Codes__c,38420,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,DA10,a1u7x000003J2PpAAK,EMEA_ESMB_UKI_UK_GRB_FINS_07
Postal_Codes__c,38013,a1u7x000003J3QPAA0,EMEA_ESMB_SOUTH_IT_02_GRB_04
Postal_Codes__c,291,a1u7x000003Iz5nAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05B
Postal_Codes__c,68330,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,35460,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,169,a1u7x000003J874AAC,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_RCG_07D
Postal_Codes__c,21910,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,66400,a1u7x000003J2FjAAK,EMEA_ESMB_FRCEN_FR_1_04_SB_03A
Postal_Codes__c,54320,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,59500,a1u7x000003J4uFAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02A
Postal_Codes__c,26120,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,24410,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,1529,a1u7x000003J5jzAAC,EMEA_ESMB_SOUTH_IL_01_GRB_06C
Postal_Codes__c,43030,a1u7x000003J3QPAA0,EMEA_ESMB_SOUTH_IT_02_GRB_04
Postal_Codes__c,7953,a1u7x000003J236AAC,EMEA_ESMB_SOUTH_IL_02_GRB_06C
Postal_Codes__c,RG25,a1u7x000003J30cAAC,EMEA_ESMB_UKI_UK_SB_FINS_05
Postal_Codes__c,24125,a1u7x000003J1gGAAS,EMEA_ESMB_SOUTH_IT_02_GRB_07
Postal_Codes__c,74300,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,RH11,a1u7x000003J1GFAA0,EMEA_ESMB_UKI_UK_GRB3_TempCoverage_03A
Postal_Codes__c,84090,a1u7x000003J392AAC,EMEA_ESMB_SOUTH_IT_03_SB_04
Postal_Codes__c,26600,a1u7x000003J7PXAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_01A
Postal_Codes__c,59295,a1u7x000003J4uFAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02A
Postal_Codes__c,904,a1u7x000003J3tlAAC,EMEA_ESMB_NORTH_NOR_SE_SB_09B
Postal_Codes__c,41500,a1u7x000003J6V3AAK,EMEA_ESMB_FRCEN_FR_1_02_GRB_TempCoverage_08A
Postal_Codes__c,35520,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,85520,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,20128,a1u7x000003J5vJAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_01A
Postal_Codes__c,35508,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,83119,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,79600,a1u7x000003J2cYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_03A
Postal_Codes__c,29310,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,42290,a1u7x000003J4EUAA0,EMEA_ESMB_FRCEN_FR_2_06_SB_03A
Postal_Codes__c,66560,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,47161,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,39608,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,87220,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,67220,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,38311,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,87420,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,44850,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,942,a1u7x000003J1dRAAS,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_GRB_05B
Postal_Codes__c,58600,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,4728,a1u7x000003J238AAC,EMEA_ESMB_SOUTH_IL_02_GRB_06A
Postal_Codes__c,95510,a1u7x000003J2mwAAC,EMEA_FRANCE_IND_CATCHALL_GB_ID
Postal_Codes__c,10170,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,347,a1u7x000003J2u2AAC,EMEA_ESMB_NORTH_NOR_FI_GRB_01B
Postal_Codes__c,95128,a1u7x000003J1Q9AAK,EMEA_ESMB_SOUTH_IT_02_SB_03A
Postal_Codes__c,30012,a1u7x000003J0EBAA0,EMEA_ESMB_SOUTH_IB_01_ES_GRB_TempCoverage_7B
Postal_Codes__c,59233,a1u7x000003J4dbAAC,EMEA_ESMB_FRCEN_FR_1_01_GRB_TempCoverage_06A
Postal_Codes__c,40196,a1u7x000003J6IXAA0,EMEA_ESMB_SOUTH_IB_02_ES_SB_5A
Postal_Codes__c,40068,a1u7x000003J3DhAAK,EMEA_ESMB_SOUTH_IT_03_GRB_07
Postal_Codes__c,30650,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,43590,a1u7x000003J7KvAAK,EMEA_ESMB_FRCEN_FR_1_02_SB_01
Postal_Codes__c,246,a1u7x000003J4MiAAK,EMEA_ESMB_NORTH_NL_01_GRB_TempCoverage_02B
Postal_Codes__c,18327,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,227,a1u7x000003IzgJAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_02B
Postal_Codes__c,83990,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,20060,a1u7x000003J7djAAC,EMEA_ESMB_SOUTH_IT_01_GRB_06A
Postal_Codes__c,654,a1u7x000003Iz28AAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_03B
Postal_Codes__c,13840,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,52046,a1u7x000003J61hAAC,EMEA_ESMB_SOUTH_IT_01_SB_03A
Postal_Codes__c,49400,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,30850,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,43038,a1u7x000003J21IAAS,EMEA_ESMB_SOUTH_IT_03_SB_TempCoverage_01A
Postal_Codes__c,20234,a1u7x000003J4ntAAC,EMEA_ESMB_FRCEN_FR_1_03_GRB_06A
Postal_Codes__c,68720,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,79400,a1u7x000003J2cYAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_03A
Postal_Codes__c,64990,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,59700,a1u7x000003J4xbAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_02A
Postal_Codes__c,25615,a1u7x000003J1reAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_TempCoverage_LOA_4B
Postal_Codes__c,77181,a1u7x000003J4xaAAC,EMEA_ESMB_FRCEN_FR_1_01_SB_TempCoverage_02B
Postal_Codes__c,47350,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,43015,a1u7x000003J3QPAA0,EMEA_ESMB_SOUTH_IT_02_GRB_04
Postal_Codes__c,88300,a1u7x000003J8LGAA0,EMEA_ESMB_FRCEN_FR_1_02_SB_04A
Postal_Codes__c,77144,a1u7x000003J4uGAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_TempCoverage_02B
Postal_Codes__c,20144,a1u7x000003J4uIAAS,EMEA_ESMB_FRCEN_FR_1_03_SB_03A
Postal_Codes__c,6912,a1u7x000003J0ELAA0,EMEA_ESMB_SOUTH_IL_03_GRB_06A
Postal_Codes__c,22470,a1u7x000003J7niAAC,EMEA_ESMB_FRCEN_FR_2_06_GRB_06A
Postal_Codes__c,2720,a1u7x000003J47vAAC,EMEA_ESMB_SOUTH_IL_01_GRB_05C
Postal_Codes__c,807,a1u7x000003J5YtAAK,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_03A
Postal_Codes__c,29580,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,875,a1u7x000003Iz5sAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05A
Postal_Codes__c,76550,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,62118,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,13434,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,62232,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,54033,a1u7x000003J5WxAAK,EMEA_ESMB_SOUTH_IT_03_SB_03A
Postal_Codes__c,554,a1u7x000003J4NLAA0,EMEA_ESMB_NORTH_NOR_DK_SB_TempCoverage_04B
Postal_Codes__c,13620,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,80131,a1u7x000003J3FBAA0,EMEA_ESMB_FRCEN_FR_2_05_GRB_07A
Postal_Codes__c,178,a1u7x000003J3NNAA0,EMEA_ESMB_NORTH_BELUX_GRB_FL_02A
Postal_Codes__c,TQ8,a1u7x000003J1ezAAC,EMEA_ESMB_UKI_UK_GRB1_04_LOA_TempCoverage_05
Postal_Codes__c,98812,a1u7x000003J5vJAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_01A
Postal_Codes__c,39110,a1u7x000003J4g9AAC,EMEA_ESMB_FRCEN_FR_1_03_SB_01A
Postal_Codes__c,86120,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,380,a1u7x000003Iz5nAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05B
Postal_Codes__c,35540,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,35270,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,961,a1u7x000003IzgJAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_02B
Postal_Codes__c,67960,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,25170,a1u7x000003J4GZAA0,EMEA_ESMB_SOUTH_IB_01_ES_SB_2B
Postal_Codes__c,45221,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,38297,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,73250,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,76950,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,85038,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,38114,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,61470,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,PA2,a1u7x000003J5BzAAK,EMEA_ESMB_UKI_UK_SB_FINS_01
Postal_Codes__c,67059,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,62940,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,HP3,a1u7x000003J5QzAAK,EMEA_ESMB_UKI_UK_GRB_FINS_06
Postal_Codes__c,GL17,a1u7x000003J1exAAC,EMEA_ESMB_UKI_UK_GRB1_04_LOA_TempCoverage_01B
Postal_Codes__c,PA12,a1u7x000003IymZAAS,EMEA_ESMB_UKI_UK_SB_01_01
Postal_Codes__c,45590,a1u7x000003J2mwAAC,EMEA_FRANCE_IND_CATCHALL_GB_ID
Postal_Codes__c,35430,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,39800,a1u7x000003J4g9AAC,EMEA_ESMB_FRCEN_FR_1_03_SB_01A
Postal_Codes__c,75002,a1u7x000003J3KTAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_LOA_TempCoverage_04B
Postal_Codes__c,31340,a1u7x000003J1nWAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_08A
Postal_Codes__c,59170,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,45760,a1u7x000003J2mwAAC,EMEA_FRANCE_IND_CATCHALL_GB_ID
Postal_Codes__c,67450,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,17450,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,52500,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,972,a1u7x000003J3EVAA0,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_GB_01
Postal_Codes__c,59181,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,DY11,a1u7x000003J1YmAAK,EMEA_ESMB_UKI_UK_GRB1_05_03
Postal_Codes__c,20236,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,27660,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,60122,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
